,Time stamp,Value[mm]
218118,2022-06-08T13:45:00Z,0.0
221063,2022-06-08T14:00:00Z,0.0
224494,2022-06-08T14:15:00Z,0.0
227948,2022-06-08T14:30:00Z,0.0
231052,2022-06-08T14:45:00Z,0.0
234431,2022-06-08T15:00:00Z,0.0
242899,2022-06-08T15:15:00Z,0.0
246020,2022-06-08T15:30:00Z,0.0
249082,2022-06-08T15:45:00Z,0.0
252648,2022-06-08T16:00:00Z,0.0
259036,2022-06-08T16:15:00Z,0.0
265179,2022-06-08T16:30:00Z,0.0
270058,2022-06-08T16:45:00Z,0.0
274226,2022-06-08T17:00:00Z,0.0
278401,2022-06-08T17:15:00Z,0.0
281591,2022-06-08T17:30:00Z,0.0
288121,2022-06-08T18:00:00Z,0.0
294450,2022-06-08T17:45:00Z,0.0
297127,2022-06-08T18:15:00Z,0.0
301036,2022-06-08T18:30:00Z,0.0
304291,2022-06-08T18:45:00Z,0.0
308975,2022-06-08T19:00:00Z,0.0
312971,2022-06-08T19:15:00Z,0.0
316247,2022-06-08T19:30:00Z,0.0
319268,2022-06-08T19:45:00Z,0.0
322212,2022-06-08T20:00:00Z,0.0
325781,2022-06-08T20:15:00Z,0.0
328916,2022-06-08T20:30:00Z,0.0
332335,2022-06-08T20:45:00Z,0.0
335924,2022-06-08T21:00:00Z,0.0
339373,2022-06-08T21:15:00Z,0.0
342469,2022-06-08T21:30:00Z,0.0
344501,2022-06-08T22:30:00Z,0.0
346618,2022-06-08T22:00:00Z,0.0
347619,2022-06-08T21:45:00Z,0.0
355929,2022-06-08T22:15:00Z,0.0
358812,2022-06-08T22:45:00Z,0.0
361781,2022-06-08T23:00:00Z,0.0
366077,2022-06-08T23:15:00Z,0.0
369115,2022-06-08T23:30:00Z,0.0
372231,2022-06-08T23:45:00Z,0.0
2382,2022-06-09T00:00:00Z,0.0
5184,2022-06-09T00:15:00Z,0.0
7993,2022-06-09T00:30:00Z,0.0
10845,2022-06-09T00:45:00Z,0.0
13848,2022-06-09T01:00:00Z,0.0
17082,2022-06-09T01:15:00Z,0.0
20061,2022-06-09T01:30:00Z,0.0
23052,2022-06-09T01:45:00Z,0.0
26035,2022-06-09T02:00:00Z,0.0
29282,2022-06-09T02:15:00Z,0.0
32344,2022-06-09T02:30:00Z,0.0
35197,2022-06-09T02:45:00Z,0.0
38238,2022-06-09T03:00:00Z,0.0
41547,2022-06-09T03:15:00Z,0.0
44587,2022-06-09T03:30:00Z,0.0
47620,2022-06-09T03:45:00Z,0.0
50822,2022-06-09T04:00:00Z,0.0
56073,2022-06-09T04:15:00Z,0.0
59778,2022-06-09T04:30:00Z,0.0
71449,2022-06-09T04:45:00Z,0.0
76924,2022-06-09T05:00:00Z,0.0
80628,2022-06-09T05:15:00Z,0.0
86136,2022-06-09T05:30:00Z,0.0
91524,2022-06-09T05:45:00Z,0.0
95691,2022-06-09T06:00:00Z,0.0
101704,2022-06-09T06:15:00Z,0.0
107440,2022-06-09T06:30:00Z,0.0
113762,2022-06-09T06:45:00Z,0.0
118003,2022-06-09T07:00:00Z,0.0
122763,2022-06-09T07:15:00Z,0.0
126683,2022-06-09T07:30:00Z,0.0
129954,2022-06-09T07:45:00Z,0.0
133327,2022-06-09T08:00:00Z,0.0
137118,2022-06-09T08:15:00Z,0.0
140343,2022-06-09T08:30:00Z,0.0
143986,2022-06-09T08:45:00Z,0.0
147515,2022-06-09T09:00:00Z,0.0
152790,2022-06-09T09:15:00Z,0.0
158317,2022-06-09T09:30:00Z,0.0
161365,2022-06-09T09:45:00Z,0.0
164597,2022-06-09T10:00:00Z,0.0
168543,2022-06-09T10:15:00Z,0.0
171816,2022-06-09T10:30:00Z,0.0
175104,2022-06-09T10:45:00Z,0.0
178204,2022-06-09T11:00:00Z,0.0
181651,2022-06-09T11:15:00Z,0.0
184687,2022-06-09T11:30:00Z,0.0
187754,2022-06-09T11:45:00Z,0.0
191628,2022-06-09T12:00:00Z,0.0
197061,2022-06-09T12:15:00Z,0.0
200740,2022-06-09T12:30:00Z,0.0
203861,2022-06-09T12:45:00Z,0.0
206917,2022-06-09T13:00:00Z,0.0
210331,2022-06-09T13:15:00Z,0.0
213364,2022-06-09T13:30:00Z,0.0
216460,2022-06-09T13:45:00Z,0.0
219408,2022-06-09T14:00:00Z,0.0
222860,2022-06-09T14:15:00Z,0.0
225999,2022-06-09T14:30:00Z,0.0
229053,2022-06-09T14:45:00Z,0.0
232595,2022-06-09T15:00:00Z,0.0
241023,2022-06-09T15:15:00Z,0.0
243970,2022-06-09T15:30:00Z,0.0
247012,2022-06-09T15:45:00Z,0.0
250511,2022-06-09T16:00:00Z,0.0
257799,2022-06-09T16:15:00Z,0.0
263148,2022-06-09T16:30:00Z,0.0
267751,2022-06-09T16:45:00Z,0.0
271620,2022-06-09T17:00:00Z,0.0
276119,2022-06-09T17:15:00Z,0.2
279493,2022-06-09T17:30:00Z,0.0
282968,2022-06-09T17:45:00Z,0.0
286139,2022-06-09T18:00:00Z,0.0
295068,2022-06-09T18:15:00Z,0.0
299338,2022-06-09T18:30:00Z,0.0
302835,2022-06-09T18:45:00Z,0.0
307570,2022-06-09T19:00:00Z,0.0
311566,2022-06-09T19:15:00Z,0.0
314586,2022-06-09T19:30:00Z,0.0
317539,2022-06-09T19:45:00Z,0.0
320588,2022-06-09T20:00:00Z,0.0
323933,2022-06-09T20:15:00Z,0.0
326980,2022-06-09T20:30:00Z,0.0
330488,2022-06-09T20:45:00Z,0.0
334055,2022-06-09T21:00:00Z,0.0
337352,2022-06-09T21:15:00Z,0.0
340350,2022-06-09T21:30:00Z,0.0
342203,2022-06-09T22:30:00Z,0.0
347443,2022-06-09T22:15:00Z,0.0
353604,2022-06-09T22:00:00Z,0.0
353735,2022-06-09T21:45:00Z,0.0
356210,2022-06-09T22:45:00Z,0.0
359307,2022-06-09T23:00:00Z,0.0
363575,2022-06-09T23:15:00Z,0.0
366687,2022-06-09T23:30:00Z,0.0
369675,2022-06-09T23:45:00Z,0.0
2344,2022-06-10T00:00:00Z,0.0
5127,2022-06-10T00:15:00Z,0.0
7944,2022-06-10T00:30:00Z,0.0
10770,2022-06-10T00:45:00Z,0.0
13757,2022-06-10T01:00:00Z,0.0
16955,2022-06-10T01:15:00Z,0.0
19959,2022-06-10T01:30:00Z,0.0
22968,2022-06-10T01:45:00Z,0.0
26056,2022-06-10T02:00:00Z,0.0
29296,2022-06-10T02:15:00Z,0.0
32254,2022-06-10T02:30:00Z,0.0
35139,2022-06-10T02:45:00Z,0.0
38311,2022-06-10T03:00:00Z,0.0
41839,2022-06-10T03:15:00Z,0.0
44861,2022-06-10T03:30:00Z,0.0
47829,2022-06-10T03:45:00Z,0.0
51103,2022-06-10T04:00:00Z,0.0
56479,2022-06-10T04:15:00Z,0.0
60062,2022-06-10T04:30:00Z,0.0
71428,2022-06-10T04:45:00Z,0.0
77181,2022-06-10T05:00:00Z,0.0
80984,2022-06-10T05:15:00Z,0.0
86626,2022-06-10T05:30:00Z,0.0
92359,2022-06-10T05:45:00Z,0.0
96052,2022-06-10T06:00:00Z,0.0
102037,2022-06-10T06:15:00Z,0.0
107853,2022-06-10T06:30:00Z,0.0
114427,2022-06-10T06:45:00Z,0.0
118549,2022-06-10T07:00:00Z,0.0
122988,2022-06-10T07:15:00Z,0.0
126818,2022-06-10T07:30:00Z,0.0
130266,2022-06-10T07:45:00Z,0.0
133552,2022-06-10T08:00:00Z,0.0
137114,2022-06-10T08:15:00Z,0.0
140114,2022-06-10T08:30:00Z,0.0
143363,2022-06-10T08:45:00Z,0.0
147008,2022-06-10T09:00:00Z,0.0
152323,2022-06-10T09:15:00Z,0.0
157986,2022-06-10T09:30:00Z,0.0
160973,2022-06-10T09:45:00Z,0.0
164411,2022-06-10T10:00:00Z,0.0
168436,2022-06-10T10:15:00Z,0.0
171629,2022-06-10T10:30:00Z,0.0
174586,2022-06-10T10:45:00Z,0.0
177832,2022-06-10T11:00:00Z,0.0
184424,2022-06-10T11:30:00Z,0.0
184999,2022-06-10T11:15:00Z,0.0
187393,2022-06-10T11:45:00Z,0.0
191135,2022-06-10T12:00:00Z,0.0
196611,2022-06-10T12:15:00Z,0.0
199865,2022-06-10T12:30:00Z,0.0
202880,2022-06-10T12:45:00Z,0.0
205982,2022-06-10T13:00:00Z,0.0
209424,2022-06-10T13:15:00Z,0.0
212679,2022-06-10T13:30:00Z,0.0
215833,2022-06-10T13:45:00Z,0.0
218847,2022-06-10T14:00:00Z,0.0
222276,2022-06-10T14:15:00Z,0.0
225374,2022-06-10T14:30:00Z,0.0
228421,2022-06-10T14:45:00Z,0.0
231649,2022-06-10T15:00:00Z,0.0
239801,2022-06-10T15:15:00Z,0.0
242783,2022-06-10T15:30:00Z,0.0
246019,2022-06-10T15:45:00Z,0.0
248274,2022-06-10T16:00:00Z,0.0
261231,2022-06-10T16:15:00Z,0.0
264745,2022-06-10T16:30:00Z,0.0
268097,2022-06-10T16:45:00Z,0.0
272149,2022-06-10T17:00:00Z,0.0
275482,2022-06-10T17:15:00Z,0.0
278625,2022-06-10T17:30:00Z,0.0
282040,2022-06-10T17:45:00Z,0.0
285095,2022-06-10T18:00:00Z,0.0
294708,2022-06-10T18:15:00Z,0.0
298876,2022-06-10T18:30:00Z,0.0
302321,2022-06-10T18:45:00Z,0.0
306901,2022-06-10T19:00:00Z,0.0
310789,2022-06-10T19:15:00Z,0.0
313731,2022-06-10T19:30:00Z,0.0
316780,2022-06-10T19:45:00Z,0.0
319674,2022-06-10T20:00:00Z,0.0
322987,2022-06-10T20:15:00Z,0.0
326024,2022-06-10T20:30:00Z,0.0
329510,2022-06-10T20:45:00Z,0.0
333099,2022-06-10T21:00:00Z,0.0
336524,2022-06-10T21:15:00Z,0.0
339538,2022-06-10T21:30:00Z,0.0
341440,2022-06-10T22:30:00Z,0.0
345588,2022-06-10T21:45:00Z,0.0
350527,2022-06-10T22:00:00Z,0.0
350838,2022-06-10T22:15:00Z,0.0
355314,2022-06-10T22:45:00Z,0.0
358314,2022-06-10T23:00:00Z,0.0
362599,2022-06-10T23:15:00Z,0.0
366099,2022-06-10T23:30:00Z,0.0
369137,2022-06-10T23:45:00Z,0.0
2356,2022-06-11T00:00:00Z,0.0
5140,2022-06-11T00:15:00Z,0.0
8026,2022-06-11T00:30:00Z,0.0
10859,2022-06-11T00:45:00Z,0.0
13825,2022-06-11T01:00:00Z,0.0
17091,2022-06-11T01:15:00Z,0.0
20045,2022-06-11T01:30:00Z,0.0
23004,2022-06-11T01:45:00Z,0.0
25984,2022-06-11T02:00:00Z,0.0
29305,2022-06-11T02:15:00Z,0.0
32240,2022-06-11T02:30:00Z,0.0
35134,2022-06-11T02:45:00Z,0.0
38261,2022-06-11T03:00:00Z,0.0
41739,2022-06-11T03:15:00Z,0.0
44665,2022-06-11T03:30:00Z,0.0
47646,2022-06-11T03:45:00Z,0.0
49767,2022-06-11T04:00:00Z,0.0
58750,2022-06-11T04:15:00Z,0.0
61650,2022-06-11T04:30:00Z,0.0
72391,2022-06-11T04:45:00Z,0.0
77889,2022-06-11T05:00:00Z,0.0
81480,2022-06-11T05:15:00Z,0.0
86228,2022-06-11T05:30:00Z,0.0
91954,2022-06-11T05:45:00Z,0.0
94503,2022-06-11T06:00:00Z,0.0
103600,2022-06-11T06:15:00Z,0.0
109059,2022-06-11T06:30:00Z,0.0
115021,2022-06-11T06:45:00Z,0.0
118876,2022-06-11T07:00:00Z,0.0
123553,2022-06-11T07:15:00Z,0.0
127103,2022-06-11T07:30:00Z,0.0
130204,2022-06-11T07:45:00Z,0.0
133311,2022-06-11T08:00:00Z,0.0
136693,2022-06-11T08:15:00Z,0.0
139715,2022-06-11T08:30:00Z,0.0
143023,2022-06-11T08:45:00Z,0.0
146408,2022-06-11T09:00:00Z,0.0
152873,2022-06-11T09:15:00Z,0.0
157692,2022-06-11T09:30:00Z,0.0
160783,2022-06-11T09:45:00Z,0.0
164147,2022-06-11T10:00:00Z,0.0
168157,2022-06-11T10:15:00Z,0.0
171430,2022-06-11T10:30:00Z,0.0
174403,2022-06-11T10:45:00Z,0.0
177342,2022-06-11T11:00:00Z,0.0
180917,2022-06-11T11:15:00Z,0.0
183945,2022-06-11T11:30:00Z,0.0
186976,2022-06-11T11:45:00Z,0.0
190767,2022-06-11T12:00:00Z,0.0
196141,2022-06-11T12:15:00Z,0.0
199591,2022-06-11T12:30:00Z,0.0
202586,2022-06-11T12:45:00Z,0.0
205579,2022-06-11T13:00:00Z,0.0
209098,2022-06-11T13:15:00Z,0.0
212094,2022-06-11T13:30:00Z,0.0
215163,2022-06-11T13:45:00Z,0.0
218128,2022-06-11T14:00:00Z,0.0
221520,2022-06-11T14:15:00Z,0.0
224667,2022-06-11T14:30:00Z,0.0
227742,2022-06-11T14:45:00Z,0.0
230947,2022-06-11T15:00:00Z,0.0
239392,2022-06-11T15:15:00Z,0.0
242424,2022-06-11T15:30:00Z,0.0
245482,2022-06-11T15:45:00Z,0.0
247588,2022-06-11T16:00:00Z,0.0
260661,2022-06-11T16:15:00Z,0.0
264253,2022-06-11T16:30:00Z,0.0
267425,2022-06-11T16:45:00Z,0.0
271429,2022-06-11T17:00:00Z,0.0
274947,2022-06-11T17:15:00Z,0.0
278051,2022-06-11T17:30:00Z,0.0
281421,2022-06-11T17:45:00Z,0.0
283217,2022-06-11T18:00:00Z,0.0
293965,2022-06-11T18:15:00Z,0.0
297920,2022-06-11T18:30:00Z,0.0
301371,2022-06-11T18:45:00Z,0.0
306012,2022-06-11T19:00:00Z,0.0
309888,2022-06-11T19:15:00Z,0.0
312942,2022-06-11T19:30:00Z,0.0
315897,2022-06-11T19:45:00Z,0.0
318792,2022-06-11T20:00:00Z,0.0
322285,2022-06-11T20:15:00Z,0.0
325393,2022-06-11T20:30:00Z,0.0
328980,2022-06-11T20:45:00Z,0.0
332387,2022-06-11T21:00:00Z,0.0
335919,2022-06-11T21:15:00Z,0.0
338962,2022-06-11T21:30:00Z,0.0
340865,2022-06-11T22:30:00Z,0.0
342767,2022-06-11T22:15:00Z,0.0
348262,2022-06-11T22:00:00Z,0.0
348299,2022-06-11T21:45:00Z,0.0
354819,2022-06-11T22:45:00Z,0.0
357855,2022-06-11T23:00:00Z,0.0
362396,2022-06-11T23:15:00Z,0.0
365376,2022-06-11T23:30:00Z,0.0
368341,2022-06-11T23:45:00Z,0.0
2357,2022-06-12T00:00:00Z,0.0
5138,2022-06-12T00:15:00Z,0.0
7989,2022-06-12T00:30:00Z,0.0
10800,2022-06-12T00:45:00Z,0.0
13715,2022-06-12T01:00:00Z,0.0
17008,2022-06-12T01:15:00Z,0.0
20035,2022-06-12T01:30:00Z,0.0
22941,2022-06-12T01:45:00Z,0.0
25943,2022-06-12T02:00:00Z,0.0
29158,2022-06-12T02:15:00Z,0.0
32089,2022-06-12T02:30:00Z,0.0
35105,2022-06-12T02:45:00Z,0.0
38264,2022-06-12T03:00:00Z,0.0
41647,2022-06-12T03:15:00Z,0.0
44628,2022-06-12T03:30:00Z,0.0
47534,2022-06-12T03:45:00Z,0.0
49548,2022-06-12T04:00:00Z,0.0
58737,2022-06-12T04:15:00Z,0.0
61592,2022-06-12T04:30:00Z,0.0
72190,2022-06-12T04:45:00Z,0.0
77731,2022-06-12T05:00:00Z,0.0
81363,2022-06-12T05:15:00Z,0.0
86120,2022-06-12T05:30:00Z,0.0
95776,2022-06-12T06:00:00Z,0.0
100310,2022-06-12T05:45:00Z,0.0
103264,2022-06-12T06:15:00Z,0.0
108964,2022-06-12T06:30:00Z,0.0
114873,2022-06-12T06:45:00Z,0.0
118640,2022-06-12T07:00:00Z,0.0
123281,2022-06-12T07:15:00Z,0.0
126905,2022-06-12T07:30:00Z,0.0
129946,2022-06-12T07:45:00Z,0.0
132969,2022-06-12T08:00:00Z,0.0
136429,2022-06-12T08:15:00Z,0.0
139479,2022-06-12T08:30:00Z,0.0
142836,2022-06-12T08:45:00Z,0.0
146252,2022-06-12T09:00:00Z,0.0
152724,2022-06-12T09:15:00Z,0.0
157522,2022-06-12T09:30:00Z,0.0
160575,2022-06-12T09:45:00Z,0.0
163777,2022-06-12T10:00:00Z,0.0
167820,2022-06-12T10:15:00Z,0.0
171168,2022-06-12T10:30:00Z,0.0
174150,2022-06-12T10:45:00Z,0.0
177057,2022-06-12T11:00:00Z,0.0
180695,2022-06-12T11:15:00Z,0.0
183692,2022-06-12T11:30:00Z,0.0
186655,2022-06-12T11:45:00Z,0.0
190455,2022-06-12T12:00:00Z,0.0
195996,2022-06-12T12:15:00Z,0.0
199221,2022-06-12T12:30:00Z,0.0
202123,2022-06-12T12:45:00Z,0.0
205174,2022-06-12T13:00:00Z,0.0
208686,2022-06-12T13:15:00Z,0.0
211659,2022-06-12T13:30:00Z,0.0
214742,2022-06-12T13:45:00Z,0.0
217659,2022-06-12T14:00:00Z,0.0
221083,2022-06-12T14:15:00Z,0.0
224296,2022-06-12T14:30:00Z,0.0
227275,2022-06-12T14:45:00Z,0.0
230533,2022-06-12T15:00:00Z,0.0
239144,2022-06-12T15:15:00Z,0.0
242173,2022-06-12T15:30:00Z,0.0
245266,2022-06-12T15:45:00Z,0.0
247352,2022-06-12T16:00:00Z,0.0
260403,2022-06-12T16:15:00Z,0.0
263952,2022-06-12T16:30:00Z,0.0
267656,2022-06-12T16:45:00Z,0.0
271229,2022-06-12T17:00:00Z,0.0
274873,2022-06-12T17:15:00Z,0.0
277944,2022-06-12T17:30:00Z,0.0
281293,2022-06-12T17:45:00Z,0.0
284415,2022-06-12T18:00:00Z,0.0
293908,2022-06-12T18:15:00Z,0.0
298076,2022-06-12T18:30:00Z,0.0
301485,2022-06-12T18:45:00Z,0.0
306202,2022-06-12T19:00:00Z,0.0
310135,2022-06-12T19:15:00Z,0.0
313133,2022-06-12T19:30:00Z,0.0
316078,2022-06-12T19:45:00Z,0.0
318986,2022-06-12T20:00:00Z,0.0
322354,2022-06-12T20:15:00Z,0.0
325394,2022-06-12T20:30:00Z,0.0
328859,2022-06-12T20:45:00Z,0.0
332398,2022-06-12T21:00:00Z,0.0
335876,2022-06-12T21:15:00Z,0.0
338980,2022-06-12T21:30:00Z,0.0
340941,2022-06-12T22:30:00Z,0.0
345675,2022-06-12T22:00:00Z,0.0
347329,2022-06-12T21:45:00Z,0.0
351411,2022-06-12T22:15:00Z,0.0
355122,2022-06-12T22:45:00Z,0.0
358065,2022-06-12T23:00:00Z,0.0
362323,2022-06-12T23:15:00Z,0.0
365357,2022-06-12T23:30:00Z,0.0
368356,2022-06-12T23:45:00Z,0.0
2353,2022-06-13T00:00:00Z,0.0
5155,2022-06-13T00:15:00Z,0.0
7993,2022-06-13T00:30:00Z,0.0
10823,2022-06-13T00:45:00Z,0.0
13807,2022-06-13T01:00:00Z,0.0
17043,2022-06-13T01:15:00Z,0.0
20039,2022-06-13T01:30:00Z,0.0
22981,2022-06-13T01:45:00Z,0.0
25981,2022-06-13T02:00:00Z,0.0
29265,2022-06-13T02:15:00Z,0.0
32178,2022-06-13T02:30:00Z,0.0
35108,2022-06-13T02:45:00Z,0.0
38249,2022-06-13T03:00:00Z,0.0
41679,2022-06-13T03:15:00Z,0.0
44677,2022-06-13T03:30:00Z,0.0
47627,2022-06-13T03:45:00Z,0.0
49613,2022-06-13T04:00:00Z,0.0
58746,2022-06-13T04:15:00Z,0.0
61534,2022-06-13T04:30:00Z,0.0
72323,2022-06-13T04:45:00Z,0.0
77660,2022-06-13T05:00:00Z,0.0
81344,2022-06-13T05:15:00Z,0.0
86190,2022-06-13T05:30:00Z,0.0
91942,2022-06-13T05:45:00Z,0.0
95758,2022-06-13T06:00:00Z,0.0
103214,2022-06-13T06:15:00Z,0.0
108850,2022-06-13T06:30:00Z,0.0
114834,2022-06-13T06:45:00Z,0.0
118764,2022-06-13T07:00:00Z,0.0
123577,2022-06-13T07:15:00Z,0.0
127278,2022-06-13T07:30:00Z,0.0
130345,2022-06-13T07:45:00Z,0.0
133459,2022-06-13T08:00:00Z,0.0
137261,2022-06-13T08:15:00Z,0.0
140401,2022-06-13T08:30:00Z,0.0
143520,2022-06-13T08:45:00Z,0.0
147009,2022-06-13T09:00:00Z,0.0
153391,2022-06-13T09:15:00Z,0.0
158177,2022-06-13T09:30:00Z,0.0
161381,2022-06-13T09:45:00Z,0.0
164726,2022-06-13T10:00:00Z,0.0
168801,2022-06-13T10:15:00Z,0.0
172066,2022-06-13T10:30:00Z,0.0
175159,2022-06-13T10:45:00Z,0.0
178238,2022-06-13T11:00:00Z,0.0
181774,2022-06-13T11:15:00Z,0.0
184837,2022-06-13T11:30:00Z,0.0
187978,2022-06-13T11:45:00Z,0.0
191856,2022-06-13T12:00:00Z,0.0
197342,2022-06-13T12:15:00Z,0.0
200667,2022-06-13T12:30:00Z,0.0
203695,2022-06-13T12:45:00Z,0.0
206688,2022-06-13T13:00:00Z,0.0
210127,2022-06-13T13:15:00Z,0.0
213174,2022-06-13T13:30:00Z,0.0
216326,2022-06-13T13:45:00Z,0.0
219360,2022-06-13T14:00:00Z,0.0
222702,2022-06-13T14:15:00Z,0.0
225781,2022-06-13T14:30:00Z,0.0
228993,2022-06-13T14:45:00Z,0.0
232339,2022-06-13T15:00:00Z,0.0
240453,2022-06-13T15:15:00Z,0.0
243568,2022-06-13T15:30:00Z,0.0
246675,2022-06-13T15:45:00Z,0.0
250279,2022-06-13T16:00:00Z,0.0
261710,2022-06-13T16:15:00Z,0.0
265290,2022-06-13T16:30:00Z,0.0
268533,2022-06-13T16:45:00Z,0.0
272877,2022-06-13T17:00:00Z,0.0
276311,2022-06-13T17:15:00Z,0.0
279494,2022-06-13T17:30:00Z,0.0
282793,2022-06-13T17:45:00Z,0.0
285896,2022-06-13T18:00:00Z,0.0
295221,2022-06-13T18:15:00Z,0.0
299720,2022-06-13T18:30:00Z,0.0
303136,2022-06-13T18:45:00Z,0.0
307736,2022-06-13T19:00:00Z,0.0
311545,2022-06-13T19:15:00Z,0.0
314566,2022-06-13T19:30:00Z,0.0
317611,2022-06-13T19:45:00Z,0.0
320559,2022-06-13T20:00:00Z,0.0
323942,2022-06-13T20:15:00Z,0.0
327051,2022-06-13T20:30:00Z,0.0
330544,2022-06-13T20:45:00Z,0.0
333994,2022-06-13T21:00:00Z,0.0
337422,2022-06-13T21:15:00Z,0.0
340653,2022-06-13T21:30:00Z,0.0
342554,2022-06-13T22:30:00Z,0.0
344862,2022-06-13T22:00:00Z,0.0
346214,2022-06-13T21:45:00Z,0.0
349702,2022-06-13T22:15:00Z,0.0
356593,2022-06-13T22:45:00Z,0.0
359612,2022-06-13T23:00:00Z,0.0
364017,2022-06-13T23:15:00Z,0.0
366954,2022-06-13T23:30:00Z,0.0
369996,2022-06-13T23:45:00Z,0.0
2377,2022-06-14T00:00:00Z,0.0
5151,2022-06-14T00:15:00Z,0.0
8029,2022-06-14T00:30:00Z,0.0
10854,2022-06-14T00:45:00Z,0.0
99390,2022-06-14T07:45:00Z,0.0
101633,2022-06-14T03:00:00Z,0.0
102244,2022-06-14T05:45:00Z,0.0
104873,2022-06-14T03:30:00Z,0.0
105234,2022-06-14T04:30:00Z,0.0
105727,2022-06-14T06:45:00Z,0.0
106370,2022-06-14T04:45:00Z,0.0
106519,2022-06-14T02:00:00Z,0.0
106859,2022-06-14T04:00:00Z,0.0
110866,2022-06-14T06:15:00Z,0.0
113803,2022-06-14T02:15:00Z,0.0
115378,2022-06-14T07:15:00Z,0.0
115788,2022-06-14T05:15:00Z,0.0
117208,2022-06-14T04:15:00Z,0.0
117484,2022-06-14T03:15:00Z,0.0
117854,2022-06-14T07:30:00Z,0.0
118413,2022-06-14T01:15:00Z,0.0
119452,2022-06-14T02:45:00Z,0.0
120506,2022-06-14T07:00:00Z,0.0
120613,2022-06-14T06:00:00Z,0.0
122402,2022-06-14T06:30:00Z,0.0
122906,2022-06-14T01:45:00Z,0.0
124333,2022-06-14T01:00:00Z,0.0
127321,2022-06-14T05:00:00Z,0.0
127759,2022-06-14T03:45:00Z,0.0
129151,2022-06-14T02:30:00Z,0.0
129447,2022-06-14T05:30:00Z,0.0
130845,2022-06-14T01:30:00Z,0.0
136419,2022-06-14T08:15:00Z,0.0
137637,2022-06-14T08:00:00Z,0.0
140185,2022-06-14T08:30:00Z,0.0
143417,2022-06-14T08:45:00Z,0.0
145532,2022-06-14T09:00:00Z,0.0
153454,2022-06-14T09:15:00Z,0.0
158141,2022-06-14T09:30:00Z,0.0
161302,2022-06-14T09:45:00Z,0.0
164590,2022-06-14T10:00:00Z,0.0
168731,2022-06-14T10:15:00Z,0.0
172012,2022-06-14T10:30:00Z,0.0
175046,2022-06-14T10:45:00Z,0.0
178015,2022-06-14T11:00:00Z,0.0
181577,2022-06-14T11:15:00Z,0.0
184796,2022-06-14T11:30:00Z,0.0
187842,2022-06-14T11:45:00Z,0.0
191556,2022-06-14T12:00:00Z,0.0
197106,2022-06-14T12:15:00Z,0.0
200491,2022-06-14T12:30:00Z,0.0
203499,2022-06-14T12:45:00Z,0.0
206542,2022-06-14T13:00:00Z,0.0
210159,2022-06-14T13:15:00Z,0.0
213353,2022-06-14T13:30:00Z,0.0
216555,2022-06-14T13:45:00Z,0.0
219571,2022-06-14T14:00:00Z,0.0
223050,2022-06-14T14:15:00Z,0.0
226130,2022-06-14T14:30:00Z,0.0
229450,2022-06-14T14:45:00Z,0.0
232776,2022-06-14T15:00:00Z,0.0
241148,2022-06-14T15:15:00Z,0.0
244188,2022-06-14T15:30:00Z,0.0
247227,2022-06-14T15:45:00Z,0.0
250977,2022-06-14T16:00:00Z,0.0
262016,2022-06-14T16:15:00Z,0.0
265786,2022-06-14T16:30:00Z,0.0
269100,2022-06-14T16:45:00Z,0.0
272946,2022-06-14T17:00:00Z,0.0
276477,2022-06-14T17:15:00Z,0.0
279732,2022-06-14T17:30:00Z,0.0
282987,2022-06-14T17:45:00Z,0.0
286116,2022-06-14T18:00:00Z,0.0
295207,2022-06-14T18:15:00Z,0.0
299468,2022-06-14T18:30:00Z,0.0
302944,2022-06-14T18:45:00Z,0.0
307551,2022-06-14T19:00:00Z,0.0
311338,2022-06-14T19:15:00Z,0.0
314346,2022-06-14T19:30:00Z,0.0
317282,2022-06-14T19:45:00Z,0.0
322988,2022-06-14T20:15:00Z,0.0
323800,2022-06-14T20:00:00Z,0.0
326680,2022-06-14T20:30:00Z,0.0
330125,2022-06-14T20:45:00Z,0.0
333590,2022-06-14T21:00:00Z,0.0
337041,2022-06-14T21:15:00Z,0.0
340184,2022-06-14T21:30:00Z,0.0
342080,2022-06-14T22:30:00Z,0.0
345230,2022-06-14T21:45:00Z,0.0
346927,2022-06-14T22:15:00Z,0.0
351365,2022-06-14T22:00:00Z,0.0
356031,2022-06-14T22:45:00Z,0.0
359093,2022-06-14T23:00:00Z,0.0
363414,2022-06-14T23:15:00Z,0.0
366325,2022-06-14T23:30:00Z,0.0
369288,2022-06-14T23:45:00Z,0.0
2389,2022-06-15T00:00:00Z,0.0
5181,2022-06-15T00:15:00Z,0.0
7986,2022-06-15T00:30:00Z,0.0
10805,2022-06-15T00:45:00Z,0.0
13823,2022-06-15T01:00:00Z,0.0
17090,2022-06-15T01:15:00Z,0.0
20095,2022-06-15T01:30:00Z,0.0
23027,2022-06-15T01:45:00Z,0.0
25920,2022-06-15T02:00:00Z,0.0
29152,2022-06-15T02:15:00Z,0.0
32095,2022-06-15T02:30:00Z,0.0
35043,2022-06-15T02:45:00Z,0.0
38156,2022-06-15T03:00:00Z,0.0
41541,2022-06-15T03:15:00Z,0.0
44582,2022-06-15T03:30:00Z,0.0
47491,2022-06-15T03:45:00Z,0.0
49475,2022-06-15T04:00:00Z,0.0
58543,2022-06-15T04:15:00Z,0.0
