,Time stamp,Value[mm]
3541,2021-11-03T19:45:00Z,0.0
6928,2021-11-03T00:00:00Z,0.0
9161,2021-11-03T00:15:00Z,0.0
11509,2021-11-03T00:30:00Z,0.0
13951,2021-11-03T00:45:00Z,0.0
16552,2021-11-03T01:00:00Z,0.0
19684,2021-11-03T01:15:00Z,0.0
22120,2021-11-03T01:30:00Z,0.0
24550,2021-11-03T01:45:00Z,0.0
27241,2021-11-03T02:00:00Z,0.0
30402,2021-11-03T02:15:00Z,0.0
32919,2021-11-03T02:30:00Z,0.0
35467,2021-11-03T02:45:00Z,0.0
38097,2021-11-03T03:00:00Z,0.0
41197,2021-11-03T03:15:00Z,0.0
44070,2021-11-03T03:30:00Z,0.0
46541,2021-11-03T03:45:00Z,0.0
49475,2021-11-03T04:00:00Z,0.0
57187,2021-11-03T04:15:00Z,0.0
62738,2021-11-03T04:30:00Z,0.0
74494,2021-11-03T04:45:00Z,0.0
79308,2021-11-03T05:00:00Z,0.0
82694,2021-11-03T05:15:00Z,0.0
86914,2021-11-03T05:30:00Z,0.0
96275,2021-11-03T06:00:00Z,0.0
101630,2021-11-03T05:45:00Z,0.0
104178,2021-11-03T06:15:00Z,0.0
110147,2021-11-03T06:30:00Z,0.0
115869,2021-11-03T06:45:00Z,0.0
119254,2021-11-03T07:00:00Z,0.0
126001,2021-11-03T07:30:00Z,0.0
128649,2021-11-03T07:45:00Z,0.0
131565,2021-11-03T08:00:00Z,0.0
135212,2021-11-03T08:15:00Z,0.0
138042,2021-11-03T08:30:00Z,0.0
140936,2021-11-03T08:45:00Z,0.0
144141,2021-11-03T09:00:00Z,0.0
150167,2021-11-03T09:15:00Z,0.0
155677,2021-11-03T09:30:00Z,0.0
158369,2021-11-03T09:45:00Z,0.0
161331,2021-11-03T10:00:00Z,0.0
164498,2021-11-03T10:15:00Z,0.0
166845,2021-11-03T10:30:00Z,0.0
169365,2021-11-03T10:45:00Z,0.0
171771,2021-11-03T11:00:00Z,0.0
174476,2021-11-03T11:15:00Z,0.0
178016,2021-11-03T11:30:00Z,0.0
180516,2021-11-03T11:45:00Z,0.0
183768,2021-11-03T12:00:00Z,0.0
190060,2021-11-03T12:15:00Z,0.0
192876,2021-11-03T12:30:00Z,0.0
195241,2021-11-03T12:45:00Z,0.0
197665,2021-11-03T13:00:00Z,0.0
200544,2021-11-03T13:15:00Z,0.0
202978,2021-11-03T13:30:00Z,0.0
205577,2021-11-03T13:45:00Z,0.0
207923,2021-11-03T14:00:00Z,0.0
211144,2021-11-03T14:15:00Z,0.0
213421,2021-11-03T14:30:00Z,0.0
215746,2021-11-03T14:45:00Z,0.0
218713,2021-11-03T15:00:00Z,0.0
236602,2021-11-03T15:15:00Z,0.0
239170,2021-11-03T15:30:00Z,0.0
241658,2021-11-03T15:45:00Z,0.0
244859,2021-11-03T16:00:00Z,0.0
254344,2021-11-03T16:15:00Z,0.0
260955,2021-11-03T16:30:00Z,0.0
263971,2021-11-03T16:45:00Z,0.0
266989,2021-11-03T17:00:00Z,0.0
270329,2021-11-03T17:15:00Z,0.2
273164,2021-11-03T17:30:00Z,0.4
276102,2021-11-03T17:45:00Z,0.2
278732,2021-11-03T18:00:00Z,0.0
291185,2021-11-03T18:15:00Z,0.0
294739,2021-11-03T18:30:00Z,0.0
298297,2021-11-03T18:45:00Z,0.0
302766,2021-11-03T19:00:00Z,0.0
306213,2021-11-03T19:15:00Z,0.0
308716,2021-11-03T19:30:00Z,0.0
312110,2021-11-03T21:15:00Z,0.0
315876,2021-11-03T20:15:00Z,0.0
317993,2021-11-03T21:00:00Z,0.0
318863,2021-11-03T20:45:00Z,0.0
322368,2021-11-03T20:00:00Z,0.0
328107,2021-11-03T20:30:00Z,0.0
330142,2021-11-03T21:30:00Z,0.0
333004,2021-11-03T22:30:00Z,0.0
334706,2021-11-03T22:00:00Z,0.0
335600,2021-11-03T22:15:00Z,0.0
338924,2021-11-03T21:45:00Z,0.0
344093,2021-11-03T22:45:00Z,0.0
347161,2021-11-03T23:00:00Z,0.0
351286,2021-11-03T23:15:00Z,0.0
353785,2021-11-03T23:30:00Z,0.0
356243,2021-11-03T23:45:00Z,0.0
2062,2021-11-04T00:00:00Z,0.0
4216,2021-11-04T00:15:00Z,0.0
6537,2021-11-04T00:30:00Z,0.0
9019,2021-11-04T00:45:00Z,0.0
11649,2021-11-04T01:00:00Z,0.0
14845,2021-11-04T01:15:00Z,0.0
17404,2021-11-04T01:30:00Z,0.0
19867,2021-11-04T01:45:00Z,0.0
22446,2021-11-04T02:00:00Z,0.0
25443,2021-11-04T02:15:00Z,0.0
27979,2021-11-04T02:30:00Z,0.0
30516,2021-11-04T02:45:00Z,0.0
33116,2021-11-04T03:00:00Z,0.0
36097,2021-11-04T03:15:00Z,0.0
38600,2021-11-04T03:30:00Z,0.0
41086,2021-11-04T03:45:00Z,0.0
44102,2021-11-04T04:00:00Z,0.0
52315,2021-11-04T04:15:00Z,0.0
57832,2021-11-04T04:30:00Z,0.0
70084,2021-11-04T04:45:00Z,0.0
75139,2021-11-04T05:00:00Z,0.0
78439,2021-11-04T05:15:00Z,0.0
82800,2021-11-04T05:30:00Z,0.0
87926,2021-11-04T05:45:00Z,0.0
91755,2021-11-04T06:00:00Z,0.0
100094,2021-11-04T06:15:00Z,0.0
105895,2021-11-04T06:30:00Z,0.0
111305,2021-11-04T06:45:00Z,0.0
114960,2021-11-04T07:00:00Z,0.0
121781,2021-11-04T07:30:00Z,0.0
122483,2021-11-04T07:15:00Z,0.0
124516,2021-11-04T07:45:00Z,0.0
127544,2021-11-04T08:00:00Z,0.0
131030,2021-11-04T08:15:00Z,0.0
133564,2021-11-04T08:30:00Z,0.0
136399,2021-11-04T08:45:00Z,0.0
139784,2021-11-04T09:00:00Z,0.2
145296,2021-11-04T09:15:00Z,0.0
151231,2021-11-04T09:30:00Z,0.0
154018,2021-11-04T09:45:00Z,0.0
157191,2021-11-04T10:00:00Z,0.0
160637,2021-11-04T10:15:00Z,0.0
163296,2021-11-04T10:30:00Z,0.0
165799,2021-11-04T10:45:00Z,0.0
168619,2021-11-04T11:00:00Z,0.0
171971,2021-11-04T11:15:00Z,0.0
174875,2021-11-04T11:30:00Z,0.0
177413,2021-11-04T11:45:00Z,0.0
181139,2021-11-04T12:00:00Z,0.0
188066,2021-11-04T12:15:00Z,0.0
191348,2021-11-04T12:30:00Z,0.0
199101,2021-11-04T13:15:00Z,0.0
200733,2021-11-04T12:45:00Z,0.0
200803,2021-11-04T13:00:00Z,0.0
202891,2021-11-04T13:30:00Z,0.0
205590,2021-11-04T13:45:00Z,0.0
208172,2021-11-04T14:00:00Z,0.0
211580,2021-11-04T14:15:00Z,0.0
214347,2021-11-04T14:30:00Z,0.0
217040,2021-11-04T14:45:00Z,0.0
220158,2021-11-04T15:00:00Z,0.0
231358,2021-11-04T15:15:00Z,0.0
233966,2021-11-04T15:30:00Z,0.0
236555,2021-11-04T15:45:00Z,0.0
239910,2021-11-04T16:00:00Z,0.0
249844,2021-11-04T16:15:00Z,0.0
256094,2021-11-04T16:30:00Z,0.0
258936,2021-11-04T16:45:00Z,0.0
262771,2021-11-04T17:00:00Z,0.0
266014,2021-11-04T17:15:00Z,0.0
268827,2021-11-04T17:30:00Z,0.0
271628,2021-11-04T17:45:00Z,0.0
274534,2021-11-04T18:00:00Z,0.0
287674,2021-11-04T18:15:00Z,0.0
292086,2021-11-04T18:30:00Z,0.0
295330,2021-11-04T18:45:00Z,0.0
299796,2021-11-04T19:00:00Z,0.0
303006,2021-11-04T19:15:00Z,0.0
305510,2021-11-04T19:30:00Z,0.0
307949,2021-11-04T19:45:00Z,0.0
310570,2021-11-04T20:00:00Z,0.0
314069,2021-11-04T20:15:00Z,0.0
316854,2021-11-04T20:30:00Z,0.0
319565,2021-11-04T20:45:00Z,0.0
322738,2021-11-04T21:00:00Z,0.0
325951,2021-11-04T21:15:00Z,0.0
328518,2021-11-04T21:30:00Z,0.0
331361,2021-11-04T22:30:00Z,0.0
334727,2021-11-04T22:15:00Z,0.0
335273,2021-11-04T21:45:00Z,0.0
335420,2021-11-04T22:00:00Z,0.0
342142,2021-11-04T22:45:00Z,0.0
344937,2021-11-04T23:00:00Z,0.0
349042,2021-11-04T23:15:00Z,0.0
351648,2021-11-04T23:30:00Z,0.0
354140,2021-11-04T23:45:00Z,0.0
2051,2021-11-05T00:00:00Z,0.0
4322,2021-11-05T00:15:00Z,0.0
6702,2021-11-05T00:30:00Z,0.0
9146,2021-11-05T00:45:00Z,0.0
11780,2021-11-05T01:00:00Z,0.0
14856,2021-11-05T01:15:00Z,0.0
17338,2021-11-05T01:30:00Z,0.0
19876,2021-11-05T01:45:00Z,0.0
22516,2021-11-05T02:00:00Z,0.0
25439,2021-11-05T02:15:00Z,0.0
27972,2021-11-05T02:30:00Z,0.0
30494,2021-11-05T02:45:00Z,0.0
33124,2021-11-05T03:00:00Z,0.0
36281,2021-11-05T03:15:00Z,0.0
38801,2021-11-05T03:30:00Z,0.0
41383,2021-11-05T03:45:00Z,0.0
44359,2021-11-05T04:00:00Z,0.0
52183,2021-11-05T04:15:00Z,0.0
57916,2021-11-05T04:30:00Z,0.0
69791,2021-11-05T04:45:00Z,0.0
74989,2021-11-05T05:00:00Z,0.0
78365,2021-11-05T05:15:00Z,0.0
83110,2021-11-05T05:30:00Z,0.0
88357,2021-11-05T05:45:00Z,0.0
91958,2021-11-05T06:00:00Z,0.0
99975,2021-11-05T06:15:00Z,0.0
106048,2021-11-05T06:30:00Z,0.0
111616,2021-11-05T06:45:00Z,0.0
115209,2021-11-05T07:00:00Z,0.0
119115,2021-11-05T07:15:00Z,0.0
122278,2021-11-05T07:30:00Z,0.0
124914,2021-11-05T07:45:00Z,0.0
127816,2021-11-05T08:00:00Z,0.0
131198,2021-11-05T08:15:00Z,0.0
133780,2021-11-05T08:30:00Z,0.0
136604,2021-11-05T08:45:00Z,0.0
139826,2021-11-05T09:00:00Z,0.0
145274,2021-11-05T09:15:00Z,0.0
151584,2021-11-05T09:30:00Z,0.0
154290,2021-11-05T09:45:00Z,0.0
157398,2021-11-05T10:00:00Z,0.0
160995,2021-11-05T10:15:00Z,0.0
163579,2021-11-05T10:30:00Z,0.0
166618,2021-11-05T10:45:00Z,0.0
169300,2021-11-05T11:00:00Z,0.0
172866,2021-11-05T11:15:00Z,0.0
175693,2021-11-05T11:30:00Z,0.0
178202,2021-11-05T11:45:00Z,0.0
181695,2021-11-05T12:00:00Z,0.0
188510,2021-11-05T12:15:00Z,0.0
191938,2021-11-05T12:30:00Z,0.0
194540,2021-11-05T12:45:00Z,0.0
197299,2021-11-05T13:00:00Z,0.0
200635,2021-11-05T13:15:00Z,0.0
203543,2021-11-05T13:30:00Z,0.0
206201,2021-11-05T13:45:00Z,0.0
208823,2021-11-05T14:00:00Z,0.0
212023,2021-11-05T14:15:00Z,0.0
214843,2021-11-05T14:30:00Z,0.0
217368,2021-11-05T14:45:00Z,0.0
220321,2021-11-05T15:00:00Z,0.0
229726,2021-11-05T15:15:00Z,0.0
232580,2021-11-05T15:30:00Z,0.0
235095,2021-11-05T15:45:00Z,0.0
238099,2021-11-05T16:00:00Z,0.0
248525,2021-11-05T16:15:00Z,0.0
254427,2021-11-05T16:30:00Z,0.0
257345,2021-11-05T16:45:00Z,0.0
260505,2021-11-05T17:00:00Z,0.0
264339,2021-11-05T17:15:00Z,0.0
267226,2021-11-05T17:30:00Z,0.0
270078,2021-11-05T17:45:00Z,0.0
272806,2021-11-05T18:00:00Z,0.0
286379,2021-11-05T18:15:00Z,0.0
290317,2021-11-05T18:30:00Z,0.0
294109,2021-11-05T18:45:00Z,0.0
298546,2021-11-05T19:00:00Z,0.0
301765,2021-11-05T19:15:00Z,0.0
304203,2021-11-05T19:30:00Z,0.0
306627,2021-11-05T19:45:00Z,0.0
309179,2021-11-05T20:00:00Z,0.0
312282,2021-11-05T20:15:00Z,0.0
314812,2021-11-05T20:30:00Z,0.0
317588,2021-11-05T20:45:00Z,0.0
320615,2021-11-05T21:00:00Z,0.0
323857,2021-11-05T21:15:00Z,0.0
326371,2021-11-05T21:30:00Z,0.0
329259,2021-11-05T22:30:00Z,0.0
331592,2021-11-05T22:00:00Z,0.0
335628,2021-11-05T21:45:00Z,0.0
337621,2021-11-05T22:15:00Z,0.0
340062,2021-11-05T22:45:00Z,0.0
342609,2021-11-05T23:00:00Z,0.0
347344,2021-11-05T23:15:00Z,0.0
349902,2021-11-05T23:30:00Z,0.0
352442,2021-11-05T23:45:00Z,0.0
1965,2021-11-06T00:00:00Z,0.0
4269,2021-11-06T00:15:00Z,0.0
6703,2021-11-06T00:30:00Z,0.0
9091,2021-11-06T00:45:00Z,0.0
11690,2021-11-06T01:00:00Z,0.0
14753,2021-11-06T01:15:00Z,0.0
17284,2021-11-06T01:30:00Z,0.0
19751,2021-11-06T01:45:00Z,0.0
22334,2021-11-06T02:00:00Z,0.0
25277,2021-11-06T02:15:00Z,0.0
27838,2021-11-06T02:30:00Z,0.0
30345,2021-11-06T02:45:00Z,0.0
33021,2021-11-06T03:00:00Z,0.0
36180,2021-11-06T03:15:00Z,0.0
38737,2021-11-06T03:30:00Z,0.0
41050,2021-11-06T03:45:00Z,0.0
44026,2021-11-06T04:00:00Z,0.0
51992,2021-11-06T04:15:00Z,0.0
57816,2021-11-06T04:30:00Z,0.0
69536,2021-11-06T04:45:00Z,0.0
74689,2021-11-06T05:00:00Z,0.0
77986,2021-11-06T05:15:00Z,0.0
82569,2021-11-06T05:30:00Z,0.0
88337,2021-11-06T05:45:00Z,0.0
92294,2021-11-06T06:00:00Z,0.0
99278,2021-11-06T06:15:00Z,0.0
105894,2021-11-06T06:30:00Z,0.0
111442,2021-11-06T06:45:00Z,0.0
115063,2021-11-06T07:00:00Z,0.0
118815,2021-11-06T07:15:00Z,0.0
121996,2021-11-06T07:30:00Z,0.0
124611,2021-11-06T07:45:00Z,0.0
127510,2021-11-06T08:00:00Z,0.0
130870,2021-11-06T08:15:00Z,0.0
133440,2021-11-06T08:30:00Z,0.0
136067,2021-11-06T08:45:00Z,0.0
139372,2021-11-06T09:00:00Z,0.0
145612,2021-11-06T09:15:00Z,0.0
151203,2021-11-06T09:30:00Z,0.0
153907,2021-11-06T09:45:00Z,0.0
156832,2021-11-06T10:00:00Z,0.0
160192,2021-11-06T10:15:00Z,0.0
162731,2021-11-06T10:30:00Z,0.0
165195,2021-11-06T10:45:00Z,0.0
167792,2021-11-06T11:00:00Z,0.0
170872,2021-11-06T11:15:00Z,0.0
174340,2021-11-06T11:30:00Z,0.0
176817,2021-11-06T11:45:00Z,0.0
180423,2021-11-06T12:00:00Z,0.0
187293,2021-11-06T12:15:00Z,0.0
190894,2021-11-06T12:30:00Z,0.0
193640,2021-11-06T12:45:00Z,0.0
197029,2021-11-06T13:00:00Z,0.0
200611,2021-11-06T13:15:00Z,0.0
203200,2021-11-06T13:30:00Z,0.0
205993,2021-11-06T13:45:00Z,0.0
208787,2021-11-06T14:00:00Z,0.0
212584,2021-11-06T14:15:00Z,0.0
215263,2021-11-06T14:30:00Z,0.0
217720,2021-11-06T14:45:00Z,0.0
220665,2021-11-06T15:00:00Z,0.0
229223,2021-11-06T15:15:00Z,0.0
231896,2021-11-06T15:30:00Z,0.0
234636,2021-11-06T15:45:00Z,0.0
237698,2021-11-06T16:00:00Z,0.0
249230,2021-11-06T16:15:00Z,0.0
254408,2021-11-06T16:30:00Z,0.0
257154,2021-11-06T16:45:00Z,0.0
260466,2021-11-06T17:00:00Z,0.0
264770,2021-11-06T17:15:00Z,0.0
267772,2021-11-06T17:30:00Z,0.0
270645,2021-11-06T17:45:00Z,0.0
273479,2021-11-06T18:00:00Z,0.0
286725,2021-11-06T18:15:00Z,0.0
291100,2021-11-06T18:30:00Z,0.0
294406,2021-11-06T18:45:00Z,0.0
299150,2021-11-06T19:00:00Z,0.0
302565,2021-11-06T19:15:00Z,0.0
305216,2021-11-06T19:30:00Z,0.0
307736,2021-11-06T19:45:00Z,0.0
310296,2021-11-06T20:00:00Z,0.0
313612,2021-11-06T20:15:00Z,0.0
316118,2021-11-06T20:30:00Z,0.0
318757,2021-11-06T20:45:00Z,0.0
321894,2021-11-06T21:00:00Z,0.0
325120,2021-11-06T21:15:00Z,0.0
327597,2021-11-06T21:30:00Z,0.0
330332,2021-11-06T22:30:00Z,0.0
332046,2021-11-06T22:15:00Z,0.0
337368,2021-11-06T22:00:00Z,0.0
339347,2021-11-06T21:45:00Z,0.0
341346,2021-11-06T22:45:00Z,0.0
344001,2021-11-06T23:00:00Z,0.0
348174,2021-11-06T23:15:00Z,0.0
350925,2021-11-06T23:30:00Z,0.0
353702,2021-11-06T23:45:00Z,0.0
1963,2021-11-07T00:00:00Z,0.0
4293,2021-11-07T00:15:00Z,0.0
6752,2021-11-07T00:30:00Z,0.0
9174,2021-11-07T00:45:00Z,0.0
11789,2021-11-07T01:00:00Z,0.0
14791,2021-11-07T01:15:00Z,0.0
17316,2021-11-07T01:30:00Z,0.0
19933,2021-11-07T01:45:00Z,0.0
22523,2021-11-07T02:00:00Z,0.0
25462,2021-11-07T02:15:00Z,0.0
28130,2021-11-07T02:30:00Z,0.0
30646,2021-11-07T02:45:00Z,0.0
33481,2021-11-07T03:00:00Z,0.0
36643,2021-11-07T03:15:00Z,0.0
39336,2021-11-07T03:30:00Z,0.0
41713,2021-11-07T03:45:00Z,0.0
44669,2021-11-07T04:00:00Z,0.0
52625,2021-11-07T04:15:00Z,0.0
58504,2021-11-07T04:30:00Z,0.0
69702,2021-11-07T04:45:00Z,0.0
74836,2021-11-07T05:00:00Z,0.0
78244,2021-11-07T05:15:00Z,0.0
82926,2021-11-07T05:30:00Z,0.0
88664,2021-11-07T05:45:00Z,0.0
92755,2021-11-07T06:00:00Z,0.0
100457,2021-11-07T06:15:00Z,0.0
106235,2021-11-07T06:30:00Z,0.0
111789,2021-11-07T06:45:00Z,0.0
115226,2021-11-07T07:00:00Z,0.0
122223,2021-11-07T07:30:00Z,0.0
122670,2021-11-07T07:15:00Z,0.0
124912,2021-11-07T07:45:00Z,0.0
127874,2021-11-07T08:00:00Z,0.0
131240,2021-11-07T08:15:00Z,0.0
133823,2021-11-07T08:30:00Z,0.0
136456,2021-11-07T08:45:00Z,0.0
139837,2021-11-07T09:00:00Z,0.0
146050,2021-11-07T09:15:00Z,0.0
151797,2021-11-07T09:30:00Z,0.0
154350,2021-11-07T09:45:00Z,0.0
157439,2021-11-07T10:00:00Z,0.0
160891,2021-11-07T10:15:00Z,0.0
163557,2021-11-07T10:30:00Z,0.0
165970,2021-11-07T10:45:00Z,0.0
168743,2021-11-07T11:00:00Z,0.0
172127,2021-11-07T11:15:00Z,0.0
174639,2021-11-07T11:30:00Z,0.0
177148,2021-11-07T11:45:00Z,0.0
180675,2021-11-07T12:00:00Z,0.0
187427,2021-11-07T12:15:00Z,0.0
191262,2021-11-07T12:30:00Z,0.0
193723,2021-11-07T12:45:00Z,0.0
196372,2021-11-07T13:00:00Z,0.0
199709,2021-11-07T13:15:00Z,0.0
202321,2021-11-07T13:30:00Z,0.0
205093,2021-11-07T13:45:00Z,0.0
207685,2021-11-07T14:00:00Z,0.0
211175,2021-11-07T14:15:00Z,0.0
213836,2021-11-07T14:30:00Z,0.0
216295,2021-11-07T14:45:00Z,0.0
219315,2021-11-07T15:00:00Z,0.0
230078,2021-11-07T15:15:00Z,0.0
232615,2021-11-07T15:30:00Z,0.0
235171,2021-11-07T15:45:00Z,0.0
238119,2021-11-07T16:00:00Z,0.0
248469,2021-11-07T16:15:00Z,0.0
254593,2021-11-07T16:30:00Z,0.0
257272,2021-11-07T16:45:00Z,0.0
260302,2021-11-07T17:00:00Z,0.0
263381,2021-11-07T17:15:00Z,0.0
266076,2021-11-07T17:30:00Z,0.0
269136,2021-11-07T17:45:00Z,0.0
271978,2021-11-07T18:00:00Z,0.0
284863,2021-11-07T18:15:00Z,0.0
288888,2021-11-07T18:30:00Z,0.0
292157,2021-11-07T18:45:00Z,0.0
296773,2021-11-07T19:00:00Z,0.0
299847,2021-11-07T19:15:00Z,0.0
302362,2021-11-07T19:30:00Z,0.0
304671,2021-11-07T19:45:00Z,0.0
307265,2021-11-07T20:00:00Z,0.0
310485,2021-11-07T20:15:00Z,0.0
313117,2021-11-07T20:30:00Z,0.0
316018,2021-11-07T20:45:00Z,0.0
319157,2021-11-07T21:00:00Z,0.0
322375,2021-11-07T21:15:00Z,0.0
324863,2021-11-07T21:30:00Z,0.0
327661,2021-11-07T22:30:00Z,0.0
330462,2021-11-07T22:00:00Z,0.0
331410,2021-11-07T22:15:00Z,0.0
332722,2021-11-07T21:45:00Z,0.0
338405,2021-11-07T22:45:00Z,0.0
341004,2021-11-07T23:00:00Z,0.0
345087,2021-11-07T23:15:00Z,0.0
347618,2021-11-07T23:30:00Z,0.0
350190,2021-11-07T23:45:00Z,0.0
2048,2021-11-08T00:00:00Z,0.0
4404,2021-11-08T00:15:00Z,0.0
6762,2021-11-08T00:30:00Z,0.0
9152,2021-11-08T00:45:00Z,0.0
11698,2021-11-08T01:00:00Z,0.0
14654,2021-11-08T01:15:00Z,0.0
17168,2021-11-08T01:30:00Z,0.0
19707,2021-11-08T01:45:00Z,0.0
22225,2021-11-08T02:00:00Z,0.0
25236,2021-11-08T02:15:00Z,0.0
27824,2021-11-08T02:30:00Z,0.0
30328,2021-11-08T02:45:00Z,0.0
33049,2021-11-08T03:00:00Z,0.0
36001,2021-11-08T03:15:00Z,0.0
38462,2021-11-08T03:30:00Z,0.0
40938,2021-11-08T03:45:00Z,0.0
43992,2021-11-08T04:00:00Z,0.0
51967,2021-11-08T04:15:00Z,0.0
57641,2021-11-08T04:30:00Z,0.0
69752,2021-11-08T04:45:00Z,0.0
74648,2021-11-08T05:00:00Z,0.0
78030,2021-11-08T05:15:00Z,0.0
82662,2021-11-08T05:30:00Z,0.0
88035,2021-11-08T05:45:00Z,0.0
92044,2021-11-08T06:00:00Z,0.0
99487,2021-11-08T06:15:00Z,0.0
105735,2021-11-08T06:30:00Z,0.0
111623,2021-11-08T06:45:00Z,0.0
115164,2021-11-08T07:00:00Z,0.0
119040,2021-11-08T07:15:00Z,0.0
122133,2021-11-08T07:30:00Z,0.0
124758,2021-11-08T07:45:00Z,0.0
127665,2021-11-08T08:00:00Z,0.0
131117,2021-11-08T08:15:00Z,0.0
133669,2021-11-08T08:30:00Z,0.0
136485,2021-11-08T08:45:00Z,0.0
139699,2021-11-08T09:00:00Z,0.0
145935,2021-11-08T09:15:00Z,0.0
151495,2021-11-08T09:30:00Z,0.0
154164,2021-11-08T09:45:00Z,0.0
157084,2021-11-08T10:00:00Z,0.0
160550,2021-11-08T10:15:00Z,0.0
163488,2021-11-08T10:30:00Z,0.0
165939,2021-11-08T10:45:00Z,0.0
168616,2021-11-08T11:00:00Z,0.0
171643,2021-11-08T11:15:00Z,0.0
174314,2021-11-08T11:30:00Z,0.0
176868,2021-11-08T11:45:00Z,0.0
180374,2021-11-08T12:00:00Z,0.0
186693,2021-11-08T12:15:00Z,0.0
190386,2021-11-08T12:30:00Z,0.0
193031,2021-11-08T12:45:00Z,0.0
195727,2021-11-08T13:00:00Z,0.0
199001,2021-11-08T13:15:00Z,0.0
201614,2021-11-08T13:30:00Z,0.0
204157,2021-11-08T13:45:00Z,0.0
206850,2021-11-08T14:00:00Z,0.0
210097,2021-11-08T14:15:00Z,0.0
212707,2021-11-08T14:30:00Z,0.0
215183,2021-11-08T14:45:00Z,0.0
218368,2021-11-08T15:00:00Z,0.0
229922,2021-11-08T15:15:00Z,0.0
232448,2021-11-08T15:30:00Z,0.0
235139,2021-11-08T15:45:00Z,0.0
238204,2021-11-08T16:00:00Z,0.0
249029,2021-11-08T16:15:00Z,0.0
254633,2021-11-08T16:30:00Z,0.0
257365,2021-11-08T16:45:00Z,0.0
260533,2021-11-08T17:00:00Z,0.0
263783,2021-11-08T17:15:00Z,0.0
266385,2021-11-08T17:30:00Z,0.0
269288,2021-11-08T17:45:00Z,0.0
272150,2021-11-08T18:00:00Z,0.0
285237,2021-11-08T18:15:00Z,0.0
289294,2021-11-08T18:30:00Z,0.0
293547,2021-11-08T18:45:00Z,0.0
298140,2021-11-08T19:00:00Z,0.0
301272,2021-11-08T19:15:00Z,0.0
303873,2021-11-08T19:30:00Z,0.0
306230,2021-11-08T19:45:00Z,0.0
308816,2021-11-08T20:00:00Z,0.0
312149,2021-11-08T20:15:00Z,0.0
314748,2021-11-08T20:30:00Z,0.0
317385,2021-11-08T20:45:00Z,0.0
320440,2021-11-08T21:00:00Z,0.0
323713,2021-11-08T21:15:00Z,0.0
326265,2021-11-08T21:30:00Z,0.0
329095,2021-11-08T22:30:00Z,0.0
330154,2021-11-08T21:45:00Z,0.0
331069,2021-11-08T22:15:00Z,0.0
332744,2021-11-08T22:00:00Z,0.0
340019,2021-11-08T22:45:00Z,0.0
342620,2021-11-08T23:00:00Z,0.0
346742,2021-11-08T23:15:00Z,0.0
352683,2021-11-08T23:30:00Z,0.0
354666,2021-11-08T23:45:00Z,0.2
2045,2021-11-09T00:00:00Z,0.0
4306,2021-11-09T00:15:00Z,0.0
6341,2021-11-09T00:30:00Z,0.0
8613,2021-11-09T00:45:00Z,0.0
11618,2021-11-09T01:00:00Z,0.0
14660,2021-11-09T01:15:00Z,0.0
17155,2021-11-09T01:30:00Z,0.0
19659,2021-11-09T01:45:00Z,0.0
22219,2021-11-09T02:00:00Z,0.0
25168,2021-11-09T02:15:00Z,0.0
27690,2021-11-09T02:30:00Z,0.0
30182,2021-11-09T02:45:00Z,0.0
32715,2021-11-09T03:00:00Z,0.0
35894,2021-11-09T03:15:00Z,0.0
38367,2021-11-09T03:30:00Z,0.0
40830,2021-11-09T03:45:00Z,0.0
43813,2021-11-09T04:00:00Z,0.0
51776,2021-11-09T04:15:00Z,0.0
57615,2021-11-09T04:30:00Z,0.0
69542,2021-11-09T04:45:00Z,0.0
74626,2021-11-09T05:00:00Z,0.0
77939,2021-11-09T05:15:00Z,0.0
82614,2021-11-09T05:30:00Z,0.0
88268,2021-11-09T05:45:00Z,0.0
92088,2021-11-09T06:00:00Z,0.0
99625,2021-11-09T06:15:00Z,0.0
105592,2021-11-09T06:30:00Z,0.0
111536,2021-11-09T06:45:00Z,0.0
115053,2021-11-09T07:00:00Z,0.0
118705,2021-11-09T07:15:00Z,0.0
121812,2021-11-09T07:30:00Z,0.0
124807,2021-11-09T07:45:00Z,0.0
127630,2021-11-09T08:00:00Z,0.0
131054,2021-11-09T08:15:00Z,0.0
133618,2021-11-09T08:30:00Z,0.0
136287,2021-11-09T08:45:00Z,0.0
139480,2021-11-09T09:00:00Z,0.0
146056,2021-11-09T09:15:00Z,0.0
151807,2021-11-09T09:30:00Z,0.0
154377,2021-11-09T09:45:00Z,0.0
157292,2021-11-09T10:00:00Z,0.0
160716,2021-11-09T10:15:00Z,0.0
163445,2021-11-09T10:30:00Z,0.0
166049,2021-11-09T10:45:00Z,0.0
168681,2021-11-09T11:00:00Z,0.0
171723,2021-11-09T11:15:00Z,0.0
174372,2021-11-09T11:30:00Z,0.0
177151,2021-11-09T11:45:00Z,0.0
180524,2021-11-09T12:00:00Z,0.0
187156,2021-11-09T12:15:00Z,0.0
190751,2021-11-09T12:30:00Z,0.0
193206,2021-11-09T12:45:00Z,0.0
195880,2021-11-09T13:00:00Z,0.0
199152,2021-11-09T13:15:00Z,0.0
201762,2021-11-09T13:30:00Z,0.0
204661,2021-11-09T13:45:00Z,0.0
207343,2021-11-09T14:00:00Z,0.0
210574,2021-11-09T14:15:00Z,0.0
213813,2021-11-09T14:30:00Z,0.0
216419,2021-11-09T14:45:00Z,0.0
